numenq,man,age98,country_birth,region_school,location,urban_area,sch_lev,age_jun_hs,origin_father,origin_mother,occup_father,occup_mother
317938,1,18,0,83,1,7,2,12,99,99,99,99
317942,1,18,0,26,2,7,2,11,0,0,5,5
317944,0,22,0,82,1,7,5,11,0,0,6,6
317946,1,18,0,72,2,7,2,12,0,0,1,1
317947,1,24,0,72,1,7,5,11,0,0,6,3
317948,1,20,0,52,2,7,3,12,0,0,2,5
317949,1,19,0,72,1,7,2,11,0,0,6,5
317954,1,21,0,53,1,7,5,12,0,0,2,2
317956,1,18,0,72,2,7,2,11,0,0,2,5
317962,0,19,0,83,2,7,2,12,0,0,1,5
317965,1,19,0,82,1,7,3,11,0,0,5,5
317973,0,19,0,73,2,7,1,12,0,0,6,5
317976,0,22,0,54,2,7,3,12,19,0,3,7
317978,1,21,0,83,1,7,3,12,19,0,5,5
317983,1,22,0,82,1,7,5,11,0,0,1,5
317989,1,20,0,52,1,7,2,12,0,0,6,5
317991,0,21,0,54,2,7,5,11,0,0,2,1
317995,0,19,0,93,2,7,2,11,0,0,1,1
317996,1,20,0,91,2,7,3,11,0,0,1,5
317998,1,21,0,54,1,7,3,11,0,0,1,1
318007,1,19,0,24,2,7,3,11,0,0,1,1
318008,0,19,0,82,1,7,2,11,0,0,5,5
318014,1,19,0,73,2,7,2,11,0,0,5,2
318015,0,20,0,24,2,7,3,11,0,0,1,1
318021,1,20,0,25,1,7,2,12,0,0,6,5
318028,1,20,0,82,1,7,3,12,0,0,1,5
318032,1,20,0,82,1,7,5,11,0,0,1,1
318035,0,20,0,52,1,7,3,11,0,0,1,7
318047,1,18,0,24,2,7,2,12,0,0,2,5
318049,0,17,0,24,2,7,2,12,0,0,1,1
318056,0,19,0,26,1,7,2,11,0,0,4,7
318057,1,22,0,26,2,7,3,12,0,0,1,7
318058,1,21,0,82,2,7,2,12,0,0,2,7
318059,1,22,0,82,1,7,4,11,0,0,6,3
318063,1,18,0,24,1,7,2,12,0,0,6,6
318065,0,21,0,82,1,7,3,11,0,0,5,6
318067,1,23,0,83,1,7,4,11,0,0,1,1
318071,1,18,19,73,2,7,2,12,19,19,6,6
318073,1,19,0,74,1,7,2,12,0,0,5,5
318074,1,20,0,25,1,7,3,11,0,0,1,6
318075,0,19,0,72,2,7,3,11,0,0,5,3
318080,1,20,0,82,1,7,2,12,0,0,6,5
318083,0,17,0,52,2,7,2,11,0,0,5,6
318084,1,24,0,53,2,7,5,12,0,0,1,1
318099,1,20,0,25,1,7,3,11,0,0,1,1
318100,1,18,0,25,1,7,2,11,0,0,6,6
318101,1,20,0,82,1,7,3,11,0,9,2,5
318102,1,20,0,52,2,7,2,13,0,0,1,1
318107,1,18,0,82,1,7,2,11,0,0,5,7
318109,1,18,0,82,1,7,2,11,0,0,2,5
318113,1,19,0,53,2,7,2,11,0,0,6,6
318114,1,19,0,26,1,7,2,11,0,0,6,6
318115,0,20,0,82,1,7,5,11,0,0,1,1
318116,0,22,0,82,1,7,5,11,0,0,99,6
318122,1,20,0,52,1,7,3,11,0,0,1,5
318123,1,19,0,93,2,7,2,12,30,0,5,5
318134,1,18,0,82,2,7,2,12,0,0,1,5
318140,1,19,0,74,2,7,3,11,0,0,6,6
318144,0,19,0,25,1,7,2,12,0,29,3,4
318147,1,18,0,91,2,7,2,11,0,0,5,7
318152,1,21,0,83,2,7,3,12,0,0,1,1
318153,1,22,0,83,2,7,5,11,0,0,1,7
318154,0,19,0,72,1,7,2,11,0,0,2,6
318155,0,19,0,72,2,7,1,11,0,0,1,1
318156,1,18,0,25,1,7,1,11,0,0,5,5
318166,1,20,0,43,2,7,3,11,0,0,1,1
318171,1,19,0,52,1,7,1,10,0,0,6,6
318179,0,19,0,52,2,7,3,11,0,0,1,7
318181,1,18,0,82,2,7,2,11,0,0,5,5
318183,1,20,0,53,1,7,5,11,0,0,3,3
318191,1,18,0,52,2,7,2,11,0,0,1,5
318197,1,23,0,82,1,7,1,12,0,0,6,7
318201,1,18,0,82,1,7,2,12,0,0,5,99
318202,1,19,0,82,1,7,2,12,0,0,5,6
318206,0,19,0,82,1,2,2,11,0,0,5,4
318209,0,22,0,93,1,7,3,11,0,0,5,5
318220,1,18,0,23,1,7,2,12,0,0,6,1
318222,1,26,0,91,2,7,1,11,0,0,3,4
318231,1,18,0,93,1,7,2,12,0,0,3,5
318240,0,22,0,93,1,7,5,11,0,0,3,5
318243,1,17,0,93,1,3,2,12,0,0,6,5
318246,0,17,0,82,2,7,2,11,12,12,5,7
318247,1,20,0,11,1,2,2,11,0,0,5,2
318254,0,21,0,82,1,7,3,12,0,0,5,5
318255,1,24,0,93,1,3,3,12,0,0,2,5
318256,1,18,0,93,1,7,2,12,0,0,6,5
318263,1,19,0,82,1,2,2,11,0,0,6,5
318265,0,25,0,82,1,7,7,11,0,0,4,7
318268,1,18,0,26,1,7,2,12,0,0,4,7
318269,1,18,0,26,1,7,2,12,0,0,6,4
318280,1,18,0,82,2,7,2,11,0,0,6,5
318282,0,19,0,73,2,7,3,11,0,19,99,6
318286,0,18,0,23,1,7,3,11,0,0,6,99
318287,1,18,0,82,1,7,3,11,0,0,6,6
318288,1,21,0,26,1,7,3,12,0,0,4,5
318291,1,19,0,82,2,7,2,11,0,19,5,5
318293,1,22,0,26,2,7,4,10,19,19,6,5
318294,0,18,0,72,2,7,2,11,0,0,99,5
318296,0,24,0,82,1,7,5,11,0,0,3,3
318302,1,18,0,94,2,7,2,10,0,0,2,99
318306,1,18,0,82,1,7,2,11,12,0,2,5
318307,1,18,0,91,1,5,2,11,0,0,5,99
318308,1,17,0,73,2,7,2,11,0,0,1,1
318310,1,22,0,24,1,7,5,11,0,0,2,5
318318,1,20,0,72,2,7,1,12,0,0,6,5
318319,0,25,0,54,2,7,5,11,0,0,2,2
318323,1,20,0,82,1,7,3,11,0,0,2,5
318324,1,21,0,82,1,7,5,11,0,0,5,5
318328,1,20,0,52,2,7,3,12,0,0,1,1
318330,1,18,0,73,2,7,2,11,0,0,5,5
318332,0,19,0,52,1,7,3,11,0,0,1,1
318333,1,18,0,22,1,1,2,11,0,0,5,5
318336,1,22,0,82,99,99,3,11,0,0,1,6
318338,0,18,0,54,2,7,2,11,0,1,5,5
318342,0,22,0,82,2,7,5,11,0,0,2,1
318347,1,19,0,74,2,7,3,11,0,0,6,5
318356,0,19,0,91,1,7,2,12,0,0,5,5
318357,0,23,0,93,1,3,3,11,0,0,1,5
318359,1,18,0,73,1,6,2,12,0,0,5,5
318360,0,18,0,82,1,2,2,11,0,0,3,6
318361,1,21,0,73,1,7,3,11,0,0,1,1
318362,0,23,0,93,2,7,4,11,0,0,2,3
318364,1,18,0,91,2,7,2,12,0,19,99,5
318366,0,22,0,93,1,7,2,11,30,0,1,5
318368,0,20,0,91,2,7,5,11,0,0,4,4
318372,0,19,0,26,1,7,2,12,17,0,3,5
318373,1,18,0,82,1,7,2,11,0,0,5,2
318374,1,18,0,53,2,7,1,11,0,0,6,7
318375,0,21,0,72,1,7,2,11,0,0,5,5
318377,0,20,0,54,1,7,3,12,0,0,1,1
318382,1,19,0,52,1,7,3,11,0,0,1,1
318385,1,18,0,73,2,7,2,12,0,0,2,2
318386,1,22,0,53,1,7,5,11,0,0,1,1
318390,1,18,0,74,2,7,2,11,0,0,6,5
318392,1,22,0,72,2,7,2,12,0,0,6,6
318393,1,20,0,53,2,7,2,12,1,0,6,5
318396,1,18,0,23,2,7,2,11,0,0,1,1
318401,1,20,0,83,2,7,4,11,0,0,1,1
318404,1,19,0,52,1,7,3,11,0,0,1,5
318405,0,21,0,82,1,7,5,11,0,0,6,6
318406,0,20,0,73,1,7,3,11,0,0,1,5
318409,1,20,0,11,2,7,1,11,0,0,5,5
318411,0,19,0,53,1,7,2,11,0,0,3,4
318415,1,20,0,82,1,7,3,13,0,0,6,5
318416,1,21,0,82,1,7,3,12,0,0,6,5
318418,1,20,0,26,1,7,5,11,0,0,1,3
318419,1,21,0,82,1,7,2,12,0,0,6,5
318422,0,22,0,82,1,7,5,11,0,0,1,6
318425,0,19,0,25,2,7,1,12,0,0,6,7
318429,1,18,0,82,2,7,2,11,0,0,5,5
318430,1,21,0,83,2,7,3,12,0,0,6,5
318431,1,18,0,82,1,2,2,11,0,0,6,6
318436,1,19,0,82,1,7,2,13,0,0,5,5
318438,0,24,0,73,2,7,3,11,0,0,1,1
318442,0,18,0,82,1,7,2,12,0,0,99,5
318445,0,21,0,26,1,7,5,11,0,0,3,5
318453,1,21,0,53,2,7,1,12,0,0,5,6
318457,1,23,0,53,2,7,3,13,0,0,5,7
318458,1,22,0,21,1,7,5,11,0,0,1,1
318463,1,24,0,54,1,7,6,11,0,0,3,5
318473,0,20,0,53,2,7,2,12,0,0,6,6
318474,1,20,0,82,1,7,2,12,0,0,1,1
318476,1,19,0,53,1,7,2,12,0,0,1,1
318477,1,20,0,52,2,7,3,11,0,0,1,6
318487,1,18,0,73,1,7,2,12,0,0,6,6
318488,1,20,0,72,2,7,5,11,0,0,1,5
318489,0,18,0,53,1,7,2,12,0,0,5,5
318490,0,19,0,25,1,7,2,12,0,0,5,5
318491,1,20,0,54,1,7,3,11,0,0,3,5
318494,0,20,0,11,1,1,2,13,0,0,6,6
318498,1,20,0,11,1,7,2,11,0,0,3,4
318503,0,19,0,53,1,7,2,12,0,0,5,5
318504,1,20,0,24,1,7,2,11,0,0,5,5
318506,0,19,0,52,1,7,2,12,0,0,6,5
318509,1,23,0,82,1,7,2,12,0,0,6,5
318510,1,20,0,82,2,7,1,12,0,0,99,7
318522,1,20,0,53,2,7,3,11,0,0,6,6
318524,0,20,0,53,2,7,1,13,0,0,6,7
318525,1,22,0,53,1,7,5,11,0,0,6,6
318527,1,22,0,53,2,7,3,12,0,0,1,1
318528,1,27,0,53,2,7,2,11,0,0,2,99
318533,1,18,0,72,2,7,2,11,0,0,4,5
318542,0,21,0,52,2,7,3,12,0,0,1,1
318543,0,20,0,52,1,7,3,11,0,0,5,6
318554,1,20,0,52,1,7,1,10,0,0,3,7
318557,1,19,0,24,2,7,3,11,0,0,1,1
318558,1,22,29,74,2,7,2,12,29,29,2,2
318562,0,20,0,82,2,7,2,12,0,0,6,5
318564,1,19,0,72,2,7,2,11,0,0,3,3
318570,0,19,0,52,2,7,3,11,0,0,5,5
318574,1,18,0,72,2,7,2,12,0,0,6,5
318583,0,21,0,82,1,7,2,12,0,0,99,4
318585,0,19,0,52,2,7,1,12,0,0,6,6
318588,0,23,0,91,1,7,3,11,0,0,6,7
318590,1,24,0,73,2,7,2,11,0,0,5,6
318591,1,19,0,83,2,7,2,11,0,0,5,5
318592,1,22,0,73,1,5,2,11,0,0,6,5
318595,1,22,0,74,1,7,5,11,0,0,5,5
318600,1,22,0,91,2,7,2,11,0,0,6,6
318601,0,19,0,21,1,7,1,11,0,0,6,6
318602,1,20,0,24,2,7,5,10,0,0,4,5
318603,1,19,0,22,99,99,2,12,0,0,5,5
318604,0,21,0,82,1,2,3,12,0,0,5,5
318605,0,19,0,82,1,7,2,13,0,0,4,5
318607,0,20,0,72,2,7,3,11,0,0,6,5
318618,1,20,0,73,2,7,5,10,0,0,2,1
318619,0,24,0,82,2,7,5,12,0,0,6,5
318627,0,18,0,26,1,7,1,12,0,0,4,5
318630,1,18,0,91,2,7,2,11,0,0,2,2
318631,0,21,0,82,1,7,3,11,0,0,6,6
318632,1,20,0,93,2,7,2,11,0,0,6,5
318633,1,21,0,73,1,7,3,11,0,0,1,5
318634,1,18,0,82,1,7,2,12,0,0,6,7
318635,0,19,0,52,1,7,2,12,0,0,1,1
318638,1,23,0,53,2,7,4,12,0,0,1,1
318640,0,35,0,82,1,7,5,11,0,0,1,1
318642,1,22,0,26,2,7,3,12,0,0,6,6
318643,1,23,0,72,2,7,4,11,0,0,2,5
318646,0,22,0,52,1,7,5,11,0,0,6,7
318647,1,20,0,53,1,7,3,12,0,0,6,5
318652,0,20,0,53,2,7,2,11,0,0,99,5
318654,1,20,0,83,1,7,3,11,0,0,1,1
318659,1,20,0,73,2,7,3,12,0,0,5,1
318666,0,19,0,73,1,7,3,11,0,0,5,5
318667,0,23,0,83,2,7,4,11,0,0,1,5
318674,0,20,0,52,1,7,3,11,0,0,6,6
318675,1,21,0,54,1,7,2,11,0,0,6,6
318677,1,19,0,21,1,7,2,12,0,0,6,5
318678,1,21,0,82,1,7,3,13,0,0,5,3
318680,0,18,0,91,2,7,1,11,0,0,6,5
318685,0,20,0,72,2,7,2,11,0,0,2,5
318689,1,18,0,74,2,7,2,11,0,0,6,99
318690,1,19,0,74,2,7,2,12,0,0,6,6
318691,1,17,0,74,2,7,2,12,0,0,6,6
318693,1,19,0,54,2,7,3,11,0,0,6,7
318694,1,19,0,74,2,7,3,11,0,0,1,1
318695,1,19,0,74,2,7,2,12,0,0,5,5
318698,1,18,0,73,1,5,2,11,0,0,2,5
318708,0,18,0,93,1,3,2,11,0,0,5,7
318715,0,19,0,72,1,7,2,11,0,0,5,5
318721,1,19,0,82,2,7,2,12,0,0,3,3
318728,0,23,0,82,1,7,5,11,0,0,5,5
318729,0,22,0,82,1,7,2,11,0,19,3,2
318730,0,23,0,93,1,7,7,10,0,0,2,99
318733,0,19,0,91,2,7,2,11,0,0,1,1
318734,0,23,0,82,1,7,3,13,0,0,3,6
318735,1,19,0,82,1,7,2,12,19,19,6,5
318743,1,21,0,93,1,3,3,12,0,23,4,99
318748,1,20,0,72,2,7,2,11,9,0,5,5
318752,1,21,0,82,1,7,2,12,0,0,6,99
318758,0,34,0,93,1,7,3,12,0,1,99,5
318759,1,21,0,72,2,7,2,11,0,0,6,4
318764,1,20,0,72,1,7,2,12,0,0,5,5
318765,1,27,0,82,1,7,5,11,0,0,1,1
318766,1,19,0,93,1,3,2,11,17,0,3,3
318771,0,20,0,93,2,7,2,14,0,0,3,7
318774,1,21,0,93,1,7,2,9,32,32,99,99
318780,0,19,0,93,1,7,2,12,0,0,5,5
318784,1,19,0,82,1,7,2,13,0,0,6,6
318785,0,18,0,93,1,7,2,11,0,0,2,5
318787,1,18,0,93,1,7,2,12,0,0,6,5
318789,1,18,0,93,1,7,2,11,0,0,6,5
318792,0,23,0,93,1,3,5,11,0,0,6,5
318794,0,18,0,82,2,7,2,12,1,0,6,7
318796,1,21,0,93,1,3,3,10,0,0,2,3
318802,1,18,0,82,1,7,2,14,0,0,2,5
318803,0,23,0,82,1,7,3,11,0,0,5,5
318804,0,24,0,93,1,7,6,11,0,0,1,5
318807,1,18,0,52,1,7,2,11,0,0,6,6
318808,1,23,0,53,2,7,5,11,0,0,6,6
318820,0,23,0,82,2,7,6,10,0,0,5,5
318823,1,17,0,82,1,2,2,11,0,0,2,99
318830,1,18,0,93,1,3,2,11,0,0,5,5
318832,0,23,0,91,1,7,3,11,0,0,99,4
318836,0,24,0,91,1,7,4,11,99,99,99,99
318838,1,19,0,91,1,7,2,11,24,24,6,7
318843,1,21,0,93,1,3,2,11,0,0,4,5
318847,1,21,0,94,1,7,2,11,0,0,6,7
318848,0,22,0,93,1,3,5,10,0,0,3,5
318862,1,18,0,25,1,7,2,11,0,0,6,6
318864,1,18,0,25,1,7,2,11,0,0,6,99
318865,0,20,0,93,2,7,3,11,0,0,5,3
318866,1,21,0,23,1,7,2,11,0,0,6,6
318871,1,26,0,91,2,7,2,11,1,17,3,6
318872,0,23,0,93,1,3,3,10,0,0,6,7
318879,1,21,17,91,1,7,2,11,17,17,6,6
318886,1,20,0,82,1,2,2,11,0,0,6,6
318887,1,22,0,91,2,7,3,11,0,0,1,5
318889,1,21,0,82,1,7,2,11,0,0,6,6
318892,1,18,0,11,1,1,2,12,0,19,99,5
318896,1,21,0,93,1,7,3,12,0,0,99,5
318897,1,24,0,94,1,7,2,12,17,17,99,5
318899,0,18,0,93,1,7,1,12,0,0,6,99
318901,1,22,0,82,1,7,5,11,0,0,99,99
318903,1,23,0,83,2,7,3,11,0,0,3,5
318904,1,19,0,82,1,7,3,11,0,0,6,5
318907,1,29,17,94,1,7,3,14,17,17,5,7
318910,0,21,0,82,1,7,3,11,0,0,6,5
318915,0,24,0,72,1,7,7,11,0,0,2,2
318921,1,24,1,11,1,1,3,10,1,1,5,7
318931,1,21,17,93,1,7,3,13,17,17,4,7
318940,1,18,0,93,1,7,2,12,0,0,5,5
318945,1,19,0,26,2,7,1,12,0,0,5,5
318947,0,20,0,73,2,7,3,11,0,0,3,3
318953,0,21,0,82,1,7,3,12,0,0,6,5
318958,1,18,0,73,2,7,2,11,0,19,3,5
318959,0,23,0,93,1,6,6,10,12,0,2,7
318965,0,21,0,26,2,7,4,11,0,0,5,5
318966,1,20,0,26,1,7,2,12,0,0,1,6
318968,1,18,0,23,2,7,2,12,0,0,6,5
318969,1,20,0,73,2,7,3,11,0,0,1,7
318970,0,20,0,73,1,7,3,11,0,0,99,2
318971,1,20,0,26,2,7,2,12,0,0,1,1
318976,1,21,0,25,1,7,5,11,0,0,1,1
318979,1,19,0,83,2,7,2,11,0,0,99,7
318986,1,22,0,72,1,7,4,11,0,0,1,1
318990,1,20,0,23,1,1,3,11,0,1,3,5
318993,0,24,0,72,2,7,3,11,0,0,99,5
318998,1,19,0,72,2,7,2,11,0,0,99,5
318999,1,18,0,72,2,7,1,11,0,0,99,99
319005,0,17,0,24,2,7,2,11,0,0,5,5
319008,1,21,0,93,1,7,5,11,0,9,1,7
319022,1,19,0,82,1,2,2,12,12,12,6,3
319023,0,24,0,91,1,7,4,11,0,0,5,3
319024,1,21,0,82,1,7,2,11,0,0,4,5
319026,0,19,0,21,1,7,1,11,0,0,99,5
319031,1,17,0,21,2,7,1,11,0,0,99,99
319032,1,19,0,52,2,7,2,12,0,0,6,99
319036,1,23,0,23,1,7,5,11,0,0,3,3
319037,1,31,0,23,2,7,5,11,12,0,2,2
319038,0,24,0,82,1,7,3,11,0,0,2,2
319039,0,20,0,52,2,7,2,11,0,0,2,2
319044,1,18,0,23,2,7,2,14,0,0,5,1
319046,1,21,0,11,1,1,2,12,0,0,5,5
319047,0,23,0,74,1,7,5,11,0,0,4,5
319048,0,22,0,74,2,7,4,12,0,0,99,99
319051,1,19,0,82,1,7,2,12,0,0,2,2
319055,1,20,0,72,2,7,2,11,0,0,5,5
319056,0,21,0,91,2,7,3,11,0,0,1,5
319058,1,21,0,43,1,7,3,11,0,0,6,5
319063,1,18,0,82,1,2,2,11,0,0,2,5
319066,1,18,0,25,2,7,2,11,0,0,5,99
319070,1,20,0,23,1,7,1,12,0,0,6,5
319071,1,21,0,21,2,7,3,12,0,0,1,7
319072,1,20,0,43,2,7,3,12,0,0,1,1
319078,1,17,0,43,1,7,2,12,0,0,99,7
319084,0,19,0,26,1,7,2,12,0,0,1,5
319086,1,20,0,72,1,7,5,11,0,0,1,1
319092,1,21,0,82,1,2,5,11,0,0,6,7
319093,0,25,0,74,1,7,1,12,0,0,5,5
319096,1,22,0,26,2,7,2,12,1,0,6,7
319105,1,19,0,72,1,7,1,12,0,1,6,5
319110,1,18,0,24,1,7,2,13,0,0,6,1
319116,1,21,0,91,1,7,5,11,0,0,6,5
319121,1,19,0,93,1,7,2,12,0,0,5,7
319122,0,21,0,43,2,7,3,11,0,0,99,99
319124,1,19,0,21,2,7,2,11,0,0,2,2
319125,0,19,0,53,1,7,2,13,0,0,5,5
319129,1,21,0,82,1,7,3,11,0,0,5,1
319131,0,20,0,82,2,7,2,11,0,0,5,6
319132,1,22,0,25,2,7,3,12,0,0,6,5
319136,1,18,0,72,1,7,2,11,0,0,6,5
319137,1,24,0,21,1,7,6,11,0,0,4,5
319141,1,20,0,93,1,3,2,11,0,2,5,4
319142,1,19,0,82,1,2,3,11,0,0,5,5
319149,0,34,0,31,1,7,5,11,0,0,5,7
319152,0,18,0,52,1,7,3,11,0,0,4,5
319163,1,22,0,26,2,7,3,12,0,0,2,5
319169,0,20,0,24,1,7,3,12,0,0,2,6
319170,1,20,0,25,1,7,2,11,0,0,2,5
319172,0,19,0,72,1,7,2,12,0,0,5,99
319175,0,22,0,82,1,2,3,11,0,0,2,7
319176,0,24,0,93,2,7,3,11,0,0,3,4
319192,1,19,0,26,1,7,3,12,19,19,5,7
319195,1,20,0,31,1,7,3,11,0,0,5,5
319200,1,18,0,11,1,1,2,12,19,19,99,99
319203,1,22,0,31,1,7,4,11,0,0,6,5
319204,0,18,0,93,99,99,2,12,0,0,5,5
319205,1,21,0,23,1,7,2,11,0,0,6,5
319207,1,18,0,11,1,7,2,12,0,0,3,5
319212,0,22,0,73,1,7,4,11,99,0,99,5
319218,1,20,0,72,1,7,2,13,99,0,5,6
319224,0,24,0,22,2,7,5,11,0,0,5,3
319225,0,23,0,83,2,7,4,11,0,0,5,5
319233,1,23,0,43,1,7,4,12,0,0,5,4
319236,1,23,0,24,1,7,6,11,0,0,2,5
319247,1,19,0,91,2,7,2,11,0,0,5,5
319249,1,18,0,43,1,7,2,12,0,0,5,1
319254,1,19,0,82,1,7,2,11,0,0,2,5
319255,0,21,0,21,2,7,5,11,0,0,6,5
319256,1,19,0,24,1,7,3,11,19,19,6,5
319257,1,20,0,91,2,7,3,11,0,2,1,7
319259,1,20,0,82,1,7,2,11,0,0,2,5
319263,0,23,0,11,1,1,5,11,0,0,99,4
319264,1,20,0,83,1,7,2,11,12,0,2,5
319271,0,24,0,82,2,7,2,11,0,0,6,2
319274,1,21,0,82,1,7,2,12,0,0,99,5
319275,0,21,0,11,1,1,2,11,0,0,2,5
319277,0,19,0,53,1,7,2,12,0,0,2,6
319278,1,25,0,91,1,7,2,12,1,1,5,5
319282,1,21,0,54,2,7,1,13,0,0,5,7
319286,0,20,0,52,99,99,2,12,0,0,2,2
319287,1,19,0,23,1,7,2,12,0,0,6,99
319290,0,23,0,21,2,7,5,12,12,12,6,5
319291,1,19,0,93,1,7,2,11,0,1,6,6
319299,0,24,0,82,1,7,5,11,0,31,2,7
319301,1,18,0,93,1,7,2,12,23,23,5,5
319302,1,18,0,24,2,7,2,13,0,0,6,6
319310,1,21,0,82,2,7,2,11,0,0,2,2
319315,1,18,0,82,1,7,2,11,0,0,99,2
319316,1,19,0,22,1,7,2,12,0,0,99,7
319319,1,29,0,82,2,7,5,12,0,0,99,99
319325,0,26,0,82,2,7,5,11,0,0,6,5
319326,0,24,0,26,1,7,5,11,0,0,1,1
319327,1,18,0,21,1,7,2,11,0,0,6,6
319328,1,18,0,23,1,7,2,11,0,0,5,99
319332,1,20,0,21,1,7,2,11,0,0,3,5
319334,1,18,0,41,2,7,2,11,0,0,5,5
319337,0,18,0,43,1,7,2,12,0,0,5,6
319338,1,24,2,22,1,7,5,11,0,2,4,5
319339,1,18,0,82,1,2,2,11,1,0,5,5
319341,1,22,0,54,1,7,3,11,0,0,6,5
319345,1,22,0,23,1,7,5,11,0,0,6,5
319346,1,23,17,93,2,7,3,12,17,0,6,7
319349,0,22,19,93,2,7,2,12,19,19,6,5
319351,1,21,0,42,1,7,5,11,0,0,4,5
319357,0,19,0,42,1,7,2,12,0,0,99,5
319359,1,20,0,24,1,7,5,11,0,0,1,1
319362,0,20,0,42,2,7,3,11,0,0,4,5
319364,1,18,0,82,1,2,2,11,0,0,2,6
319365,1,19,0,82,1,7,2,12,12,12,2,5
319367,1,20,0,83,1,7,2,11,0,0,99,99
319373,0,22,0,22,1,7,5,12,0,0,1,7
319379,1,20,0,21,1,7,2,11,0,0,2,99
319381,1,21,0,23,1,7,5,11,0,0,3,3
319384,1,20,0,26,1,7,5,11,0,0,1,1
319385,1,19,0,21,1,7,2,11,0,0,2,7
319386,1,20,0,21,2,7,5,11,0,0,1,1
319390,1,20,0,43,2,7,3,11,0,0,1,99
319395,1,18,0,82,1,7,2,11,0,0,6,99
319397,1,20,0,83,2,7,2,11,0,0,3,3
319403,0,19,17,73,1,7,2,12,17,17,6,5
319404,1,20,0,43,2,7,1,11,1,0,2,2
319411,1,18,0,25,2,7,2,11,0,0,5,5
319412,1,20,0,53,2,7,2,11,0,0,5,6
319414,1,18,0,26,2,7,2,11,0,0,6,5
319419,1,18,0,73,1,7,2,11,0,0,2,5
319421,1,22,0,43,1,7,5,12,0,0,1,5
319422,0,19,0,43,2,7,2,13,0,0,1,6
319425,1,22,0,74,1,7,4,11,0,0,5,5
319427,1,19,0,74,2,7,2,11,0,0,99,99
319428,1,20,0,25,2,7,3,11,0,0,5,5
319431,0,23,0,26,1,7,5,11,0,0,5,5
319436,0,18,0,11,1,1,2,13,17,17,5,7
319439,1,19,0,82,2,7,2,11,0,0,4,4
319443,1,22,2,82,1,2,2,11,0,0,2,2
319445,1,20,0,21,2,7,2,11,0,0,6,5
319448,1,18,0,53,1,7,2,11,0,0,5,4
319450,0,20,0,42,1,7,2,11,17,17,6,6
319451,1,25,0,53,1,7,5,11,0,0,2,2
319457,1,21,0,23,1,7,5,11,0,0,4,5
319461,1,20,0,25,2,7,2,12,0,0,5,5
319464,1,18,0,24,1,7,2,11,0,0,5,5
319465,0,21,0,82,1,7,5,11,0,28,4,4
319467,1,22,0,91,1,7,2,13,0,0,2,7
319471,1,21,0,43,2,7,4,11,0,0,1,1
319473,1,19,0,52,2,7,1,12,0,0,5,5
319480,1,19,0,21,1,7,1,12,0,0,6,6
319481,1,20,0,22,1,7,2,11,0,0,6,6
319485,1,21,0,31,1,7,2,12,0,0,6,7
319491,0,23,0,72,2,7,2,11,0,0,2,5
319493,1,18,0,23,1,7,2,11,0,0,6,6
319494,1,22,0,43,2,7,3,12,0,0,6,6
319495,1,20,0,52,2,7,1,12,0,0,5,5
319497,1,20,0,43,2,7,3,11,0,0,6,5
319499,1,20,0,31,1,4,2,11,0,0,5,5
319500,1,24,0,23,1,7,5,12,0,0,5,5
319502,1,22,0,53,1,7,5,11,0,0,5,1
319506,1,20,0,25,2,7,4,11,0,0,2,99
319510,0,20,0,21,2,7,3,11,0,0,6,5
319513,1,21,0,11,99,99,2,12,0,0,6,6
319515,0,19,0,52,1,7,2,11,0,0,2,5
319517,1,21,0,21,1,7,2,12,0,0,2,6
319518,1,23,0,82,1,7,6,11,0,0,4,5
319521,0,19,0,74,1,7,2,11,0,0,6,6
319525,1,18,0,83,1,7,2,11,0,0,6,6
319531,0,21,0,11,1,1,5,11,0,0,5,5
319532,1,22,0,91,2,7,2,11,0,0,5,4
319534,1,23,0,43,2,7,2,12,0,0,4,2
319540,1,18,0,82,1,2,2,11,0,0,5,5
319541,1,18,0,21,2,7,2,12,0,0,6,5
319545,0,18,0,21,2,7,2,11,0,0,6,5
319547,0,19,0,21,1,7,2,12,0,0,5,7
319549,1,19,0,43,1,7,3,11,0,0,1,7
319552,1,19,0,82,1,7,2,12,0,0,5,7
319556,1,22,0,31,2,7,5,11,0,0,1,1
319561,1,20,0,82,2,7,3,11,0,0,4,2
319562,1,18,0,82,1,7,2,11,17,17,2,7
319571,1,17,0,73,1,2,2,11,0,0,3,3
319578,1,19,0,43,1,7,2,11,0,0,6,5
319580,1,20,0,43,2,7,3,11,0,0,99,7
319584,1,19,0,41,1,7,2,12,19,19,6,5
319589,1,18,0,26,1,7,2,11,0,0,99,5
319590,1,19,0,93,1,7,2,11,0,0,2,2
319602,1,20,0,82,2,7,3,11,0,0,6,5
319603,1,18,0,82,2,7,2,11,0,0,5,5
319604,1,20,0,52,2,7,1,11,0,0,6,6
319606,1,21,0,83,1,7,2,12,0,0,6,7
319607,0,25,0,26,1,7,2,11,0,0,2,5
319608,1,25,0,23,1,7,5,11,0,0,3,3
319609,0,19,0,25,1,7,3,11,0,0,5,4
319611,1,20,0,83,1,7,1,11,0,0,99,5
319613,1,19,0,82,1,7,2,12,12,0,6,99
319616,0,18,0,21,2,7,2,11,0,0,5,4
319617,0,19,0,52,2,7,1,10,0,0,5,6
319619,1,17,0,43,1,7,1,12,0,0,5,99
