numenq,man,age98,country_birth,region_school,location,urban_area,sch_lev,age_jun_hs,origin_father,origin_mother,occup_father,occup_mother
c07504,1,17,0,24,1,7,2,12,0,0,6,5
c07506,1,18,0,31,1,7,1,11,0,0,6,6
c07508,1,16,0,24,1,7,1,11,0,0,2,7
c07509,1,18,0,82,1,7,2,11,0,26,5,99
c07511,0,19,17,24,1,7,2,12,17,17,5,5
c07518,1,19,0,53,2,7,2,11,0,0,4,5
c07524,0,20,0,82,1,7,3,11,17,17,6,7
c07527,0,19,0,41,1,7,3,11,0,0,99,5
c07532,1,19,0,11,1,1,1,12,0,0,6,5
c07540,0,20,0,52,1,7,2,11,0,0,5,5
c07544,1,19,0,82,1,7,2,12,0,0,3,6
c07566,1,19,0,31,1,7,3,11,0,0,5,5
c07574,0,19,0,22,1,7,2,10,0,0,2,3
c07576,0,18,0,83,1,7,2,12,0,0,2,2
c07578,1,18,0,41,2,7,2,11,0,0,6,5
c07587,1,19,0,26,1,7,1,11,9,0,5,99
c07591,1,19,0,11,1,1,1,12,1,1,6,7
c07592,1,18,0,23,1,7,1,12,0,0,5,5
c07597,1,18,0,82,1,7,2,11,0,0,99,99
c07607,1,18,0,41,2,7,2,12,0,0,6,5
c07613,0,20,0,21,1,7,2,11,0,0,5,6
c07615,1,19,0,31,1,7,2,11,0,0,6,99
c07621,1,19,0,42,1,7,2,13,0,0,4,5
c07622,1,20,0,24,1,7,1,10,19,0,5,5
c07625,1,22,0,41,1,7,3,13,0,0,5,99
c07627,0,20,0,25,1,7,3,11,0,0,1,1
c07642,1,23,0,73,2,7,2,11,1,1,6,7
c07645,0,18,0,52,2,7,2,11,0,0,6,5
c07660,1,17,0,42,1,7,1,11,0,0,4,5
c07669,0,21,30,11,1,1,2,13,30,30,5,5
c07682,0,21,1,23,1,7,2,12,1,1,5,7
c07685,0,20,17,31,1,7,2,13,17,17,6,7
c07686,0,20,0,53,1,7,3,11,0,0,5,3
c07691,1,21,24,93,1,7,2,12,24,24,6,7
c07696,0,18,0,93,1,3,2,11,0,0,99,99
c07701,0,19,0,25,1,7,2,11,0,0,5,5
c07703,1,18,0,82,1,7,1,11,0,1,99,5
c07709,1,19,0,82,1,2,2,12,1,1,3,5
c07715,1,18,0,11,1,1,1,12,0,0,3,5
c07719,1,17,0,11,1,1,2,11,1,0,2,5
c07720,0,20,0,11,99,99,2,11,23,23,99,5
c07723,1,20,0,82,1,2,2,12,23,23,5,7
c07725,0,18,5,11,1,1,3,11,5,5,5,5
c07730,0,18,0,21,99,99,2,11,2,0,6,6
c07732,1,21,0,82,1,7,2,13,1,1,6,7
c07734,1,21,0,11,1,1,3,12,0,0,4,5
c07735,0,19,0,93,1,6,2,11,0,0,6,5
c07739,1,18,0,42,1,7,2,11,0,0,5,5
c07741,1,20,0,82,1,2,2,12,1,1,6,6
c07743,1,21,0,53,1,7,2,12,0,0,6,5
c07746,0,19,0,23,2,7,1,12,0,0,99,5
c07747,1,19,0,82,1,7,2,11,0,0,3,7
c07757,0,18,0,53,1,7,1,12,0,0,5,5
c07765,1,18,0,26,2,7,3,11,0,0,2,3
c07767,0,20,0,52,1,7,2,12,0,0,5,5
c07768,1,19,0,72,1,7,2,12,0,0,4,5
c07771,1,19,0,82,1,2,1,12,23,23,6,7
c07779,0,20,0,11,1,1,3,11,19,19,6,6
c07781,1,19,0,31,1,7,1,11,0,19,6,99
c07783,0,18,0,41,1,7,3,11,0,0,3,4
c07790,0,17,0,42,2,7,1,12,0,0,99,6
c07793,1,21,0,52,1,7,3,12,0,0,4,5
c07794,0,19,0,42,1,7,2,11,0,0,4,5
c07795,0,17,0,82,1,7,1,12,12,0,5,5
c07798,0,19,0,54,2,7,2,12,0,0,5,5
c07805,1,19,0,42,1,7,3,11,0,0,3,3
c07809,1,18,0,53,1,7,2,11,0,0,6,6
c07811,0,20,0,31,99,99,2,12,1,1,6,7
c07816,1,18,0,42,1,7,1,11,0,2,6,5
c07817,1,19,0,11,1,1,2,12,19,19,2,5
c07822,1,19,0,41,1,7,2,11,0,0,99,4
c07824,0,19,0,31,1,4,2,11,0,0,5,5
c07830,0,21,0,52,2,7,3,12,0,0,6,99
c07835,0,19,0,31,1,4,2,12,0,0,6,6
c07840,1,19,0,25,2,7,2,12,0,0,6,7
c07842,1,19,0,31,1,7,3,11,0,0,3,5
c07845,1,19,0,23,1,7,2,11,0,0,99,7
c07852,0,20,0,31,1,7,3,12,0,0,5,7
c07856,1,20,17,72,1,7,2,12,17,17,6,7
c07858,1,19,0,31,1,7,2,11,0,0,6,4
c07866,0,21,0,42,1,7,2,11,0,0,3,5
c07868,1,20,0,25,1,7,2,11,0,0,4,5
c07870,1,21,0,31,1,4,3,10,1,1,6,7
c07871,1,20,0,91,1,7,2,11,0,0,5,7
c07877,0,19,17,11,1,1,2,11,17,17,6,7
c07878,0,18,0,41,1,7,1,12,0,0,3,3
c07884,0,21,0,11,1,1,2,11,1,1,99,7
c07891,1,18,24,42,2,7,1,13,24,24,4,7
c07894,1,21,17,43,1,7,3,13,17,17,6,7
c07897,0,22,0,31,2,7,3,11,0,0,6,6
c07898,1,19,0,43,2,7,2,11,0,0,5,5
c07899,1,19,0,52,1,7,2,12,0,0,99,5
c07900,1,18,0,42,1,7,2,12,0,2,6,7
c07901,1,19,0,26,2,7,3,11,0,0,4,5
c07904,0,19,0,52,1,7,2,11,0,0,5,6
c07907,0,19,0,41,1,7,2,11,0,0,2,99
c07910,1,20,0,52,2,7,2,11,0,0,6,6
c07912,0,20,0,31,1,7,2,12,0,0,6,5
c07913,1,21,0,41,2,7,2,11,0,0,5,5
c07916,0,20,0,42,1,7,3,11,0,0,6,6
c07917,1,21,0,11,1,1,3,11,16,16,6,6
c07922,1,20,0,41,2,7,3,11,0,0,6,5
c07930,0,19,0,22,1,7,2,11,0,0,6,5
c07931,1,19,0,82,1,7,2,12,0,0,6,99
c07932,1,22,1,11,1,1,2,12,1,1,5,99
c07935,1,18,0,41,1,7,2,14,0,0,6,5
c07937,0,21,17,43,99,99,2,14,17,17,6,7
c07938,0,22,0,82,1,2,2,12,24,24,6,7
c07939,1,21,0,43,1,7,2,12,0,1,99,5
c07940,1,21,0,52,1,7,3,11,0,0,5,5
c07944,1,18,0,41,1,7,1,11,0,0,2,5
c07945,0,17,0,31,1,7,2,11,0,0,99,7
c07949,1,21,0,31,1,4,2,11,0,0,4,5
c07950,1,19,0,31,1,7,2,11,0,0,6,6
c07957,1,20,0,54,1,7,3,12,0,0,2,2
c07967,1,19,0,82,1,2,2,11,0,0,3,7
c07971,0,19,0,11,1,1,3,11,0,0,5,5
c07980,0,20,0,11,1,1,3,11,0,0,5,7
c07985,0,19,0,82,1,2,2,11,1,1,99,99
c07990,1,19,0,82,1,7,2,12,19,19,6,5
c07991,0,18,0,22,2,7,1,11,0,0,6,99
c07993,1,21,0,41,1,7,2,11,1,1,99,7
c07996,1,19,0,54,2,7,2,12,0,0,5,1
c07999,0,18,0,41,1,7,1,11,0,0,5,5
c08002,0,17,0,41,2,7,2,11,0,0,4,5
c08003,0,17,0,53,2,7,1,11,0,0,99,6
c08007,1,22,0,31,1,7,3,13,0,0,5,5
c08012,1,22,0,26,1,7,3,13,0,0,6,6
c08013,1,18,0,52,2,7,1,11,0,0,6,5
c08014,0,21,0,82,1,2,3,12,1,1,6,7
c08015,0,19,0,31,1,7,3,11,0,0,6,5
c08019,0,18,0,42,1,7,2,12,0,0,5,5
c08022,0,19,0,41,2,7,2,11,0,0,5,5
c08028,0,19,0,41,1,7,2,12,0,0,6,5
c08029,1,19,0,82,1,7,3,10,0,0,4,5
c08032,1,21,0,93,1,6,2,12,0,1,6,4
c08033,1,17,0,21,2,7,1,11,19,0,6,5
c08037,1,17,0,31,1,7,2,11,0,0,99,4
c08044,0,19,0,82,1,2,2,11,0,0,3,5
c08047,0,19,0,73,1,7,2,12,0,0,5,7
c08050,1,21,0,43,1,7,3,12,0,0,2,2
c08053,0,20,0,91,1,7,2,12,0,0,99,99
c08055,1,17,0,11,1,1,1,11,0,0,5,3
c08056,1,20,0,22,1,7,2,12,0,0,2,5
c08057,1,20,0,22,2,7,2,11,0,0,5,99
c08059,1,19,0,31,2,7,2,12,0,0,2,5
c08062,0,18,0,31,1,7,2,11,0,0,99,5
c08064,0,23,26,11,1,1,3,13,26,26,6,5
c08066,0,21,0,41,1,7,2,12,0,0,3,5
c08070,0,20,0,82,1,2,2,12,0,0,5,5
c08072,1,21,0,22,1,7,1,11,0,0,5,5
c08073,0,18,0,21,1,7,2,11,0,0,5,5
c08076,1,18,0,11,1,1,1,13,19,19,6,7
c08078,1,18,0,31,1,7,2,12,0,0,6,7
c08079,1,20,0,42,1,7,3,11,19,19,6,5
c08085,0,19,0,42,1,7,2,11,0,0,5,7
c08086,0,19,0,43,1,7,2,12,0,0,6,6
c08089,1,19,0,31,1,4,2,11,0,0,5,5
c08090,1,19,0,24,2,7,3,11,0,0,4,5
c08096,1,20,0,31,1,7,2,11,0,0,4,2
c08099,0,19,0,22,1,7,3,11,0,0,6,6
c08102,1,18,0,72,1,7,2,11,0,0,5,5
c08105,1,21,0,73,1,5,2,12,0,0,3,3
c08115,0,20,0,31,1,7,2,12,0,0,6,3
c08124,1,18,0,11,1,1,2,12,19,0,6,7
c08127,1,20,0,73,1,7,3,11,0,0,6,2
c08133,1,19,0,53,1,7,2,12,0,0,6,5
c08135,1,18,0,93,1,6,1,11,0,0,6,6
c08136,0,19,0,11,1,1,2,12,0,0,5,99
c08139,0,16,0,24,1,7,1,11,24,24,5,7
c08144,0,19,0,31,1,4,2,11,1,1,6,7
c08145,0,19,0,22,1,7,1,12,0,0,6,6
c08146,0,18,0,82,1,7,2,11,0,0,5,5
c08161,0,18,0,31,1,7,1,11,0,0,6,7
c08163,0,19,0,82,2,7,2,12,0,0,5,5
c08164,1,18,0,22,1,7,2,11,0,0,5,5
c08168,1,22,0,11,99,99,3,13,0,0,6,5
c08169,1,19,0,82,1,7,2,11,1,1,99,7
c08172,0,19,0,41,1,7,2,11,0,0,6,6
c08174,0,20,0,82,1,7,3,11,0,0,6,5
c08175,1,22,0,72,1,7,3,11,0,0,4,5
c08176,1,18,17,91,2,7,2,12,17,17,6,7
c08178,0,22,0,11,1,1,3,12,99,3,99,99
c08181,1,21,0,52,1,7,3,12,0,0,99,99
c08185,0,19,1,41,1,7,2,12,1,1,6,5
c08187,1,22,0,82,1,2,3,12,0,0,3,7
c08191,0,19,0,41,1,7,2,12,0,0,5,6
c08195,1,20,0,22,1,7,1,11,0,0,6,2
c08213,0,19,0,82,99,99,2,12,0,0,1,5
c08218,1,21,0,41,2,7,2,11,0,0,6,5
c08219,1,19,0,91,1,7,2,13,0,0,6,5
c08221,0,20,0,31,1,4,2,12,0,0,5,5
c08225,1,19,0,22,2,7,2,13,0,0,6,6
c08226,1,19,0,24,2,7,2,11,0,0,5,5
c08229,1,20,0,24,1,7,3,11,0,0,99,5
c08235,1,20,0,23,1,7,1,12,0,0,4,4
c08236,1,21,0,26,1,7,3,11,0,0,99,4
c08241,0,20,0,42,2,7,3,11,0,0,6,7
c08242,1,19,0,54,1,7,3,11,0,0,3,6
c08244,0,22,0,23,1,7,2,13,0,0,6,5
c08245,0,18,0,52,2,7,2,12,0,0,6,6
c08250,1,19,0,22,1,7,2,11,0,0,5,5
c08251,1,19,0,11,1,1,2,11,0,0,99,99
c08256,1,20,0,31,1,7,2,11,0,0,6,3
c08257,0,20,0,52,2,7,3,11,0,0,1,1
c08262,0,19,0,24,1,7,2,12,23,23,6,7
c08265,0,22,0,52,1,7,3,12,0,0,6,6
c08269,0,19,0,26,2,7,3,11,0,0,5,4
c08270,1,17,0,23,1,7,1,11,0,0,5,5
c08273,0,21,0,52,2,7,3,12,0,0,5,5
c08277,0,19,0,53,1,7,2,11,0,0,5,5
c08278,1,21,0,31,1,7,3,11,0,0,5,5
c08280,1,18,24,11,1,1,1,11,24,24,6,7
c08283,1,20,0,52,1,7,2,12,24,24,6,5
c08284,1,19,0,31,1,7,2,12,0,0,6,5
c08289,1,23,0,53,1,7,3,13,0,0,6,6
c08298,1,22,0,24,1,7,3,12,0,0,6,5
c08299,0,20,17,24,1,7,3,12,17,17,6,7
c08301,0,21,0,72,99,99,3,12,0,0,2,2
c08307,0,18,0,72,99,99,1,12,0,0,99,5
c08308,1,19,0,42,1,7,2,11,17,17,99,99
c08309,0,19,0,82,1,2,2,12,0,0,99,4
c08312,1,21,21,53,99,99,1,12,21,21,6,99
c08315,1,21,0,23,1,7,2,12,0,0,6,6
c08324,1,20,0,31,2,7,3,11,0,0,6,99
c08338,1,19,0,42,1,7,1,13,9,0,5,5
c08343,1,18,0,52,1,7,2,12,0,0,4,5
c08346,1,18,0,11,1,1,1,12,19,0,2,7
c08347,1,18,0,42,1,7,2,11,0,0,5,5
c08349,0,19,0,41,1,7,2,11,0,0,6,5
c08350,1,20,0,42,1,7,3,12,0,0,6,5
c08351,0,20,0,11,1,1,3,12,0,0,5,5
c08355,1,17,0,52,1,7,1,10,1,0,99,99
c08358,1,18,0,11,1,1,2,12,19,19,6,5
c08359,1,20,13,23,1,7,2,12,13,13,99,7
c08360,0,18,0,93,99,99,2,10,17,17,6,7
c08361,1,21,0,82,1,7,2,11,0,0,4,5
c08364,1,19,0,22,1,7,1,12,0,0,5,5
c08367,0,21,0,11,1,1,2,12,0,0,99,5
c08372,0,19,0,53,1,7,1,11,0,0,5,5
c08373,0,19,0,22,1,7,3,11,0,0,5,5
c08377,1,18,0,11,1,1,2,12,0,0,3,7
c08380,1,22,0,11,1,1,3,11,0,0,6,5
c08381,1,20,0,82,1,7,3,11,12,0,3,5
c08394,0,20,0,54,2,7,3,12,0,0,5,2
c08396,1,20,0,82,1,2,3,11,0,0,5,5
c08399,0,20,0,11,1,1,2,12,25,32,5,7
c08403,0,21,0,11,1,1,3,12,0,0,4,4
c08405,1,19,0,72,1,7,2,11,17,17,99,7
c08413,0,18,0,82,1,7,2,11,0,0,6,2
c08415,1,20,0,31,1,7,3,11,0,0,5,5
c08417,1,21,0,53,1,7,2,11,0,0,4,6
c08420,1,16,0,52,2,7,1,11,0,0,4,5
c08421,1,20,0,23,1,7,3,11,0,0,6,5
c08423,1,21,0,72,2,7,3,10,0,0,99,99
c08424,0,22,0,72,2,7,2,12,0,0,5,5
c08431,1,17,0,31,1,7,1,11,0,0,99,7
c08432,0,17,0,11,1,1,1,12,24,24,5,7
c08435,0,19,0,31,1,7,3,11,0,0,6,6
c08438,1,18,0,42,1,7,2,11,0,0,6,5
c08447,1,21,17,24,1,7,3,11,17,17,5,7
c08448,0,19,0,21,1,7,1,11,0,0,5,5
c08449,1,20,0,52,1,7,2,12,0,0,5,7
c08453,1,18,0,42,2,7,2,11,0,0,99,5
c08455,1,18,0,82,1,2,2,10,0,0,5,2
c08466,0,19,0,31,1,4,2,11,0,0,5,5
c08479,1,21,0,82,1,7,3,12,0,0,99,4
c08484,1,17,0,25,1,7,1,11,0,0,99,3
c08488,1,19,0,11,1,1,2,12,1,1,6,4
c08498,0,21,0,42,99,99,3,11,12,0,2,2
c08502,0,19,0,52,1,7,2,12,17,17,6,7
c08503,0,20,0,52,1,7,1,12,17,17,5,7
c08504,1,21,0,11,1,1,3,12,99,99,6,5
c08508,1,19,0,53,1,7,2,11,0,0,4,7
c08510,0,19,0,25,1,7,2,12,0,1,5,7
c08511,0,18,0,22,1,7,2,11,0,0,99,5
c08515,1,18,0,42,2,7,2,11,0,0,99,6
c08516,1,20,0,41,1,7,2,11,0,0,6,5
c08518,1,19,0,21,1,7,2,11,0,0,6,6
c08520,0,17,0,31,1,7,2,11,0,0,6,5
c08522,1,21,0,11,1,1,2,11,31,1,5,5
c08526,1,19,0,24,1,7,2,12,0,0,3,5
c08527,0,20,0,54,1,7,2,11,0,0,5,5
c08528,0,18,0,24,2,7,2,11,0,0,6,6
c08532,1,24,1,24,1,7,2,13,1,1,6,7
c08533,0,19,0,42,1,7,3,11,0,0,6,5
c08535,1,18,0,21,1,7,2,11,0,0,6,4
c08536,1,19,0,54,2,7,2,12,0,0,6,3
c08538,1,20,0,41,1,7,2,12,17,17,6,7
c08543,1,20,0,82,1,7,2,11,0,17,4,4
c08549,1,19,0,52,1,7,2,11,0,0,5,5
c08550,1,20,0,31,1,7,3,11,0,0,5,5
c08553,1,20,0,42,1,7,1,11,1,1,6,7
c08556,1,17,0,52,1,7,2,11,0,19,5,5
c08558,1,19,0,11,1,1,2,11,0,0,3,5
c08561,1,21,0,24,1,7,2,11,23,23,99,7
c08564,1,23,0,31,1,7,3,12,0,0,6,5
c08573,1,19,0,82,1,2,2,11,19,19,5,5
c08580,1,21,0,41,1,7,2,12,17,17,6,7
c08582,1,19,0,82,1,2,2,11,23,23,6,7
c08585,1,18,0,11,1,1,2,11,0,0,5,5
c08586,1,20,0,82,1,7,2,12,17,17,4,5
c08587,1,18,0,11,1,1,1,12,1,1,5,7
c08591,1,23,16,11,1,1,3,13,16,16,99,7
c08592,1,20,0,24,1,7,3,11,0,0,5,5
c08593,1,21,0,41,1,7,2,12,0,1,5,7
c08601,1,20,0,82,1,7,2,12,24,24,6,7
c08602,1,20,0,82,1,2,3,12,0,0,4,4
c08603,1,20,0,54,1,7,2,12,1,1,99,5
c08604,1,18,0,11,1,7,2,11,0,0,5,5
c08605,1,18,0,11,1,1,3,11,0,0,4,3
c08606,1,18,0,11,1,1,1,13,25,25,99,5
c08610,1,19,0,11,1,1,2,12,19,0,6,5
c08612,1,19,0,11,1,1,2,11,0,0,6,7
c08614,1,19,0,82,1,2,2,12,23,23,6,7
c08616,1,21,0,41,1,7,3,12,0,0,5,3
c08617,1,18,0,11,1,1,2,12,0,0,5,5
c08618,0,20,0,42,1,7,1,11,17,0,6,5
c08620,1,20,0,24,1,7,3,12,17,1,6,7
c08624,1,20,0,43,1,7,1,12,24,24,5,7
c08625,0,21,0,11,1,1,3,11,21,21,6,5
c08629,1,20,0,52,1,7,2,11,0,0,99,99
c08630,0,21,0,11,1,1,3,12,0,0,5,5
c08633,0,18,0,52,1,7,3,11,0,0,6,5
c08637,0,17,0,21,1,7,1,12,30,30,6,5
c08638,0,22,0,52,2,7,3,14,0,0,6,6
c08639,0,19,0,52,1,7,2,11,0,0,6,5
c08640,0,19,0,11,1,1,2,13,16,16,6,7
c08641,0,20,0,23,1,7,2,12,21,21,3,5
c08642,0,19,0,31,1,7,3,11,0,0,99,4
c08646,0,19,0,11,1,1,3,11,0,0,5,4
c08649,0,20,0,21,1,7,2,11,9,0,5,5
c08653,0,18,0,72,1,7,2,12,0,0,99,5
c08654,0,20,0,73,1,7,3,11,0,0,99,99
c08658,0,17,0,11,2,7,1,11,0,0,6,5
c08662,1,19,0,41,1,7,2,12,0,0,6,99
c08664,1,21,0,26,1,7,2,12,17,17,5,7
c08665,1,19,0,52,1,7,3,11,0,0,2,99
c08671,1,21,0,73,99,99,2,11,0,0,6,5
c08673,1,20,0,41,2,7,2,12,0,0,6,6
c08674,0,19,0,11,1,1,2,12,0,0,6,7
c08679,0,21,0,52,1,7,3,12,0,0,5,5
c08681,1,20,0,93,1,6,3,12,0,0,5,5
c08682,1,20,0,82,1,7,3,12,0,0,6,2
c08684,1,20,1,73,1,5,1,11,1,1,99,6
c08688,1,18,0,91,1,7,2,11,0,0,5,5
c08691,0,20,0,72,1,7,3,11,0,19,6,7
c08695,1,18,0,11,99,99,2,12,0,0,6,5
c08696,0,21,0,72,1,7,2,11,0,0,99,5
c08698,1,18,0,82,99,99,2,11,1,1,6,7
c08703,0,19,0,41,1,7,2,11,0,12,6,5
c08704,1,22,0,23,2,7,3,12,0,0,5,5
c08706,0,21,0,43,1,7,3,11,0,0,6,6
c08707,1,20,0,25,1,7,2,13,99,0,99,4
c08715,1,19,0,53,1,7,3,11,0,0,4,4
c08718,1,18,0,11,1,1,2,11,23,23,6,5
c08721,1,17,0,53,1,7,1,11,0,0,2,5
c08724,0,18,0,25,2,7,2,11,0,0,6,6
c08725,0,17,0,43,1,7,2,11,0,0,5,5
c08729,0,20,1,91,99,99,2,12,1,1,6,5
c08736,0,21,0,11,1,1,3,12,99,33,99,5
c08742,1,19,0,31,1,7,2,11,0,0,5,99
c08745,1,19,21,11,1,1,1,12,21,21,4,5
c08747,1,20,0,52,2,7,2,12,0,0,3,6
c08751,1,20,24,24,1,7,1,14,24,24,6,6
c08756,0,19,0,82,1,2,2,10,12,12,5,7
c08757,0,20,0,31,1,7,2,12,0,0,6,7
c08762,1,18,0,11,1,1,1,11,19,19,5,7
c08764,1,19,0,54,1,7,2,13,0,0,5,5
c08768,1,17,0,21,1,7,1,11,0,0,5,7
c08769,1,17,0,72,1,7,1,11,0,0,5,5
c08778,0,17,0,91,1,7,2,11,0,0,6,5
c08784,1,22,0,22,1,7,3,10,0,0,4,5
c08786,1,19,0,43,2,7,2,12,0,0,2,7
c08789,1,22,0,24,1,7,2,12,19,19,5,5
c08791,1,20,0,43,2,7,2,11,0,0,5,5
c08793,0,20,0,22,1,7,3,12,0,0,5,5
c08796,1,20,17,42,1,7,3,11,0,0,3,99
c08801,1,19,0,31,1,7,2,11,0,0,6,6
c08803,1,21,17,93,1,7,2,12,17,17,6,7
c08807,1,20,0,22,1,7,2,11,0,9,6,5
c08808,0,20,0,11,1,1,3,11,17,1,6,7
c08812,1,17,0,42,1,7,2,11,0,0,6,6
c08813,1,19,0,91,1,7,2,12,1,0,5,5
c08814,0,17,0,42,1,7,2,11,0,0,5,99
c08815,0,17,0,93,1,7,1,12,23,23,6,99
c08816,0,20,0,54,1,7,3,12,0,0,99,99
c08820,1,20,0,31,1,7,3,10,0,0,6,7
c08823,0,17,0,22,1,7,1,12,0,0,5,6
c08826,1,19,0,21,99,99,1,11,17,17,6,7
c08830,0,19,0,22,99,99,2,12,0,0,6,6
c08833,0,18,0,42,1,7,2,12,0,0,6,7
c08836,0,18,0,11,1,1,3,11,0,0,4,5
c08843,0,18,0,42,1,7,1,13,0,0,99,5
c08844,1,19,0,11,1,1,3,11,0,0,5,5
c08852,1,17,0,22,1,7,1,11,0,0,1,5
c08853,1,19,0,22,1,7,2,12,0,0,2,5
c08854,0,20,0,43,1,7,2,11,0,0,99,5
c08855,1,20,0,11,1,1,2,12,21,21,5,7
c08856,0,20,0,24,1,7,3,12,0,0,6,5
c08857,1,17,0,52,1,7,1,12,0,0,6,7
c08859,1,19,0,31,1,4,2,13,19,19,6,5
c08861,1,18,0,23,1,7,2,12,0,0,6,6
c08863,1,21,0,41,2,7,2,11,0,0,6,7
c08864,1,18,0,73,2,7,2,12,9,9,6,5
c08865,1,19,0,82,1,2,2,11,23,23,6,99
c08868,0,19,0,53,1,7,3,11,0,0,6,5
c08872,1,20,0,11,1,1,2,11,0,0,5,5
c08873,0,20,0,11,1,1,3,11,19,19,6,7
c08875,0,19,0,41,2,7,3,11,0,0,6,5
c08879,1,21,0,42,1,7,3,13,1,1,6,7
c08880,0,22,0,52,2,7,3,11,19,0,6,7
c08882,1,20,0,31,1,4,2,12,17,17,6,7
c08885,1,18,0,31,1,7,2,11,0,0,2,5
c08889,1,18,0,41,1,7,2,11,18,0,3,5
c08895,1,19,0,41,1,7,3,11,0,0,5,5
c08898,0,20,0,41,1,7,2,13,0,0,6,5
c08900,1,20,0,42,1,7,3,12,0,0,5,5
c08903,0,20,0,11,1,1,2,11,0,0,99,99
c08906,1,18,0,11,1,1,2,11,5,5,99,99
c08910,1,27,0,91,1,7,2,11,99,0,99,7
c08913,1,19,0,31,1,4,1,11,0,0,99,5
c08918,1,21,0,11,1,1,3,11,0,30,5,5
c08919,0,21,0,31,1,7,2,11,0,0,6,99
c08924,0,20,0,24,1,7,2,12,1,1,6,7
c08925,0,19,0,42,1,7,2,12,24,24,6,7
c08936,0,19,0,11,1,1,2,11,1,9,6,5
c08937,0,20,0,31,1,7,2,12,0,0,2,6
c08939,0,18,0,26,2,7,2,11,24,24,2,2
c08942,0,19,0,41,1,7,2,12,19,19,6,7
c08943,1,19,0,93,1,3,2,11,0,0,99,5
c08946,0,19,0,31,1,4,2,13,23,23,6,7
c08953,1,18,0,93,1,6,2,11,1,0,3,3
c08959,1,21,0,93,1,3,3,12,0,0,6,5
c08966,1,19,0,41,1,7,2,12,0,0,6,5
c08970,0,22,0,11,1,1,3,12,23,23,6,6
c08971,1,20,0,22,1,1,3,12,0,0,5,4
c08975,1,20,0,42,1,7,2,11,26,25,6,7
c08980,1,19,0,82,1,2,1,12,17,17,5,6
c08987,0,17,0,42,1,7,2,11,24,24,6,5
c08989,1,17,0,11,1,1,1,11,17,0,6,5
c08992,0,20,0,53,1,7,3,11,0,0,6,5
c09004,1,17,0,24,1,7,2,11,0,0,5,5
c09006,1,18,0,53,1,7,2,11,0,0,3,5
c09007,1,19,0,11,1,1,2,12,0,0,2,5
c09013,1,22,0,91,1,7,2,13,0,0,5,5
c09015,0,18,0,31,1,7,2,12,0,0,7,5
c09020,1,20,0,53,1,7,3,11,0,0,6,6
c09022,1,21,0,11,1,1,3,12,0,0,6,5
c09025,1,19,0,52,1,7,2,12,0,0,99,7
c09028,1,19,0,21,1,7,2,11,0,0,4,6
c09029,0,18,0,23,1,7,2,13,0,0,5,5
c09031,0,20,0,42,1,7,3,11,0,0,5,5
c09037,1,21,0,31,1,7,2,12,0,0,5,5
c09040,0,19,0,53,1,7,3,11,0,0,4,2
c09042,1,19,0,23,1,7,2,11,0,0,3,3
c09044,0,19,0,24,1,7,2,11,17,17,6,7
c09045,0,21,24,11,1,1,2,13,24,24,2,7
c09047,1,22,0,22,1,7,2,12,0,0,99,99
c09048,0,18,0,91,1,7,2,11,0,1,99,5
c09052,1,17,0,23,1,7,1,11,0,0,5,6
c09054,1,19,25,11,99,99,1,12,25,25,4,5
c09059,1,19,0,42,1,7,1,11,24,24,6,7
c09060,1,19,0,21,1,7,2,11,0,0,6,99
c09062,0,20,0,31,1,7,2,11,0,0,5,99
c09064,1,18,0,43,1,7,2,11,0,0,4,99
c09067,0,18,0,93,1,3,1,13,1,1,99,5
c09071,1,20,0,52,1,7,2,12,0,0,6,5
c09072,0,18,0,25,1,7,2,11,23,23,6,7
c09078,0,22,0,31,1,7,3,11,0,0,6,6
c09079,1,19,0,52,2,7,2,13,0,0,6,5
c09080,1,17,0,82,1,7,1,12,17,17,99,6
c09087,0,20,0,53,1,7,2,13,0,0,6,5
c09090,1,20,0,42,1,7,3,12,0,0,6,6
c09093,0,19,0,53,2,7,2,12,0,0,5,5
c09095,0,20,0,52,1,7,3,12,23,23,99,5
c09096,0,16,0,42,1,7,1,11,17,17,6,5
c09097,0,19,24,42,1,7,3,11,24,24,6,6
c09099,0,18,0,41,2,7,2,11,0,0,99,5
c09102,0,20,0,11,1,1,3,11,1,1,99,5
c09103,1,22,24,21,1,7,2,11,0,0,99,7
c09108,0,23,0,11,1,1,3,12,17,17,6,5
c09115,0,20,0,11,1,1,2,12,17,17,5,5
c09118,0,20,0,24,1,7,3,12,0,0,5,2
c09120,0,20,0,31,1,7,3,11,0,0,6,5
c09122,0,21,0,82,1,2,2,11,0,0,4,99
c09123,1,21,0,53,2,7,3,14,0,0,99,6
c09131,1,18,0,25,2,7,2,11,0,0,6,5
c09136,0,21,0,93,1,6,3,11,0,0,5,5
c09139,1,19,0,52,1,7,2,12,0,0,5,5
c09142,0,20,0,52,1,7,3,11,0,0,4,5
c09143,1,19,0,73,1,5,2,11,0,0,6,5
c09145,0,19,0,72,1,7,2,11,0,0,2,2
c09147,0,21,0,82,1,2,3,13,0,0,5,4
c09150,1,20,0,82,1,7,2,12,0,0,6,5
c09154,1,19,0,41,2,7,2,12,0,0,2,6
c09155,1,20,0,82,1,7,2,11,1,1,6,5
